id,I_e,I_e_err,PA,PA_err,X0,X0_err,Y0,Y0_err,dX0,dY0,dec,ell,ell_err,m_tot,mu_0,mu_e,mu_e_ave,n,n_err,r_e,r_e_err,ra,I_e_forced_g,I_e_err_forced_g,m_tot_forced_g,mu_0_forced_g,mu_e_forced_g,mu_e_ave_forced_g,I_e_forced_r,I_e_err_forced_r,m_tot_forced_r,mu_0_forced_r,mu_e_forced_r,mu_e_ave_forced_r,flag,central_mask_frac,x_image,y_image,x_hsc,y_hsc,ra_sex,dec_sex,a_image,b_image,theta_image,ellipticity,kron_radius,petro_radius,flags,mag_auto_g,mag_auto_r,mag_auto_i,magerr_auto_g,magerr_auto_r,magerr_auto_i,mag_petro_g,mag_petro_r,mag_petro_i,magerr_petro_g,magerr_petro_r,magerr_petro_i,mag_ap0_g,mag_ap1_g,mag_ap2_g,mag_ap3_g,mag_ap4_g,mag_ap5_g,mag_ap6_g,mag_ap7_g,mag_ap8_g,mag_ap9_g,magerr_ap0_g,magerr_ap1_g,magerr_ap2_g,magerr_ap3_g,magerr_ap4_g,magerr_ap5_g,magerr_ap6_g,magerr_ap7_g,magerr_ap8_g,magerr_ap9_g,mag_ap0_r,mag_ap1_r,mag_ap2_r,mag_ap3_r,mag_ap4_r,mag_ap5_r,mag_ap6_r,mag_ap7_r,mag_ap8_r,mag_ap9_r,magerr_ap0_r,magerr_ap1_r,magerr_ap2_r,magerr_ap3_r,magerr_ap4_r,magerr_ap5_r,magerr_ap6_r,magerr_ap7_r,magerr_ap8_r,magerr_ap9_r,mag_ap0_i,mag_ap1_i,mag_ap2_i,mag_ap3_i,mag_ap4_i,mag_ap5_i,mag_ap6_i,mag_ap7_i,mag_ap8_i,mag_ap9_i,magerr_ap0_i,magerr_ap1_i,magerr_ap2_i,magerr_ap3_i,magerr_ap4_i,magerr_ap5_i,magerr_ap6_i,magerr_ap7_i,magerr_ap8_i,magerr_ap9_i,fwhm_g,fwhm_r,fwhm_i,flux_radius_g,flux_radius_r,flux_radius_i,ebv,A_g,A_r,A_i,patch_id,g-i,g-r,candy,junk,tidal,cirrus,notes,viz-id,cat-id
3498926,5.6369047619,0.200175736961,32.427,1.3712799999999998,121.2311,0.0321,119.4237,0.034,-0.2311,1.5763,-6.59498980575,0.17816482561900002,0.0115226,18.6811901251,19.81460312,25.122398256799997,23.9512771073,2.6089700000000002,0.042105500000000004,4.98350731104,0.08730036,38.315459608699996,2.81905470522,0.0100246244331,19.433535828,20.566946104,25.8747412408,24.7036200913,4.46389597506,0.015248476473900001,18.9345094237,20.0679196997,25.375714836500002,24.2045936869,0.0,0.0,1225.2045,221.3539,29125.2045,20121.3539,38.3155078,-6.594899799999999,17.96,14.388,-29.73,0.19899999999999998,3.5,5.94,0,19.5528,19.145,18.9327,0.0044,0.0046,0.006,19.5347,19.1188,18.906,0.0073,0.0077,0.0099,24.7201,24.1182,23.6433,23.2838,22.9793,22.7342,21.6417,20.7294,20.4024,20.0854,0.0136,0.0103,0.0084,0.0072,0.0064,0.0058,0.0042,0.0037,0.0036,0.0034,24.1498,23.5615,23.0883,22.7308,22.4293,22.1842,21.0932,20.2239,19.9096,19.622,0.0125,0.0096,0.0078,0.0067,0.0059,0.0054,0.004,0.0036,0.0035,0.0035,23.7394,23.1503,22.6856,22.3351,22.0416,21.8078,20.7862,19.9511,19.654,19.3709,0.0133,0.0103,0.0084,0.0073,0.0065,0.006,0.0047,0.0043,0.0043,0.0043,5.89176,3.82536,3.23736,3.815952,3.5689919999999997,3.4277040000000003,0.0238389120144,0.07707120254250001,0.0546149474249,0.0389766211435,4486,0.714251121499,0.476570149259,1,0,0,0, ,785,296
3502627,7.76530612245,0.188849560658,47.7757,1.3492,99.5962,0.1334,97.0734,0.1534,-2.5962,-0.0734,-5.78092675864,0.304836,0.0116036,20.0255536599,23.3788437155,24.7746035473,24.177649729000002,0.801894,0.0246851,3.2380656,0.047244456,38.2938106836,4.83499858277,0.025388995181400004,20.5399592348,23.8932492904,25.2890091222,24.6920553039,6.68317743764,0.0393246882086,20.1884926332,23.5417826889,24.9375425206,24.3405887023,0.0,0.217905405405,2281.5608,1789.6798,26181.5608,5689.6798,38.2939062,-5.7808985,15.138,10.651,-42.88,0.29600000000000004,3.5,5.94,0,20.574,20.222,20.06,0.0067,0.0085,0.009000000000000001,20.5612,20.2516,20.0709,0.0113,0.0148,0.0155,25.9099,25.2975,24.8281,24.4354,24.1023,23.8121,22.396,21.3314,21.0064,20.7818,0.031,0.0236,0.0191,0.016,0.0137,0.012,0.0065,0.0049,0.0047,0.005,25.5156,24.8831,24.4126,24.0126,23.6819,23.3918,22.0312,20.976,20.6578,20.4325,0.0377,0.0281,0.0227,0.0189,0.0162,0.0142,0.0081,0.0061,0.006,0.0063,25.3658,24.736,24.2505,23.8532,23.531999999999996,23.253,21.8979,20.8365,20.5147,20.2889,0.0404,0.0302,0.0241,0.0201,0.0174,0.0154,0.0088,0.0066,0.0065,0.0068,9.59952,7.0106399999999995,7.899360000000001,2.7016080000000002,2.6922,2.747304,0.0208720613859,0.0674793744606,0.0478178926351,0.034125820366,4490,0.481052020805,0.331805119775,1,0,0,0, ,787,297
3521235,1.8420918367299999,0.17710955215399998,99.7278,3.4290300000000005,109.4539,1.0192,109.7398,0.5705,-1.4539,-1.7398,-6.33839087967,0.472179,0.0427659,21.7407933355,25.5370447206,26.3367218051,25.9215060335,0.5223720000000001,0.08492319999999999,3.7653839999999996,0.23800224,38.513853495700005,1.09515306122,0.0284285714286,22.305384476700002,26.1016358619,26.901312946399997,26.4860971748,1.6267644557799998,0.041137329932,21.8757598437,25.672011228899997,26.4716883134,26.056472541799998,0.0,0.0,1006.1043,1721.2657,24906.1043,25621.2657,38.513869899999996,-6.338413,9.265,5.707000000000001,18.7,0.384,6.42,9.9,0,22.2194,21.7463,21.616,0.0386,0.0365,0.0523,22.158,21.6849,21.6859,0.0562,0.0532,0.0859,27.7128,27.1265,26.6607,26.2935,25.9596,25.6441,24.29,23.13,22.7756,22.5225,0.1943,0.1522,0.12300000000000001,0.1058,0.0903,0.0776,0.0445,0.0306,0.028999999999999998,0.0295,27.1486,26.5184,26.0921,25.7663,25.4995,25.2235,23.8017,22.6553,22.3304,22.0809,0.1691,0.1271,0.1066,0.0952,0.0865,0.077,0.0416,0.0289,0.0281,0.0287,27.3232,26.5423,26.0632,25.6523,25.3514,25.0766,23.7343,22.5952,22.1888,21.9862,0.3205,0.2098,0.1675,0.1383,0.1218,0.1086,0.063,0.0441,0.0398,0.0425,7.3332,7.3332,7.3332,3.0219840000000002,3.07524,3.07104,0.0214309388842,0.06928622541280001,0.0490982809838,0.0350395850757,4508,0.530344500863,0.409436688571,1,0,0,0, ,790,298
3547729,6.4814696712,0.185418438209,20.0554,2.9725,105.0948,0.1844,103.9168,0.221,-1.0948,0.0832,-6.825473991830001,0.180544,0.016700299999999998,19.9646082107,23.801905872600003,24.970816267100002,24.4361675462,0.696058,0.036699699999999995,3.455088,0.061245575999999996,36.3445251353,4.40146683673,0.050416312358300006,20.3847983587,24.2220960207,25.3910064151,24.8563576942,5.8409155328799995,0.0718179563492,20.0775896291,23.914887291,25.0837976854,24.5491489646,0.0,0.23768472906399998,3590.1907,3282.4026,7490.1907,15182.4026,36.3445206,-6.825404700000001,13.530999999999999,11.317,-58.34,0.16399999999999998,3.5,6.6,0,20.3988,20.0608,19.9304,0.0134,0.0143,0.0134,20.4499,20.0919,20.0597,0.0265,0.0278,0.0284,25.6671,25.0527,24.5669,24.2097,23.8985,23.6346,22.3829,21.3006,20.9481,20.6942,0.0596,0.0449,0.0361,0.0311,0.0273,0.0244,0.0154,0.0114,0.0108,0.011000000000000001,25.1346,24.5787,24.0992,23.7246,23.4109,23.1635,21.9739,20.9511,20.6076,20.3661,0.0532,0.0422,0.0342,0.028999999999999998,0.0254,0.023,0.0154,0.012,0.0115,0.0118,24.8515,24.2729,23.8076,23.4562,23.1613,22.9257,21.7699,20.7996,20.4911,20.2407,0.0431,0.0335,0.0275,0.0238,0.0212,0.0194,0.0134,0.011000000000000001,0.0109,0.0111,7.874160000000001,8.01192,8.064,2.997288,2.9833439999999998,2.954952,0.030136855620300003,0.0974324542203,0.069043536226,0.0492737589391,4534,0.37203145271899996,0.278819811606,1,0,0,0, ,794,299
3563448,0.747300170068,0.15338435374099998,6.693289999999999,14.9561,93.8768,0.7945,93.5206,1.0105,-1.8768,-1.5206,-6.29140198976,0.216191,0.10299100000000001,22.2406137938,25.599727936799997,27.3162622973,26.6417577054,0.9509719999999999,0.196881,3.42006,0.46279464,36.505779048600004,0.384828514739,0.0196485969388,22.961183385,26.3202975281,28.0368318885,27.3623272966,0.554237528345,0.0257853599773,22.5651116734,25.9242258165,27.6407601769,26.966255585,0.0,0.0,143.0138,2721.6619,4043.0138,26621.6619,36.5058037,-6.2914224999999995,4.087,3.09,-19.38,0.244,8.4,10.56,0,23.2871,22.9955,22.4973,0.0755,0.0844,0.0662,22.9427,22.7651,22.3224,0.0692,0.0858,0.0709,27.8173,27.3121,26.9414,26.593000000000004,26.261,26.0158,24.9648,24.1326,23.6979,23.381999999999998,0.2464,0.2054,0.1835,0.1591,0.1371,0.1248,0.0949,0.0882,0.0776,0.0746,28.1464,27.6265,27.0762,26.6819,26.3192,25.9747,24.6274,23.5446,23.2357,23.0198,0.4876,0.401,0.3036,0.2524,0.2114,0.1757,0.1016,0.075,0.07400000000000001,0.078,27.2526,26.7432,26.2899,25.9295,25.6802,25.4639,24.2573,23.1995,22.8686,22.5945,0.2657,0.2207,0.1827,0.1567,0.1457,0.1362,0.0897,0.0677,0.0656,0.0655,3.58176,3.58176,3.58176,2.896824,2.3108400000000002,2.608704,0.0303333098476,0.09806759073730001,0.0694936128608,0.04959496160080001,4552,0.6720969620630001,0.367497733723,0,1,0,0, ,797,300
3564220,6.95177862812,0.156099773243,24.375999999999998,2.17022,110.9099,0.12300000000000001,112.85799999999999,0.1402,-0.9099,-2.858,-6.66886346151,0.182382,0.0127361,19.8267194007,23.4287449967,24.8947601649,24.279859784699998,0.834592,0.0212675,3.4297536,0.048645912,36.2468413619,4.21003401361,0.021966907596400003,20.3712452243,23.9732708202,25.4392859885,24.8243856082,5.91943027211,0.031482249149700006,20.0012594629,23.6032850588,25.0693002271,24.454399846799998,0.0,0.0,1665.5007,2636.6997,9565.5007,18536.6997,36.246860600000005,-6.6689642000000005,16.207,11.155,-63.88,0.312,3.5,5.94,0,20.4197,20.0559,19.8707,0.0095,0.01,0.0105,20.4961,20.1288,19.8893,0.0173,0.0182,0.0182,26.0518,25.3935,24.9304,24.5156,24.229,23.9512,22.5833,21.3849,21.0016,20.7152,0.0534,0.0395,0.0319,0.0265,0.0234,0.0209,0.0118,0.0078,0.0072,0.0071,25.579,24.9351,24.4925,24.0798,23.7849,23.4904,22.1473,21.0002,20.6344,20.3564,0.051,0.0382,0.0315,0.0262,0.023,0.0202,0.0117,0.0081,0.0076,0.0076,25.4852,24.816999999999997,24.344,23.91,23.6036,23.3066,21.9416,20.8245,20.463,20.19,0.0582,0.0426,0.0341,0.0278,0.0242,0.0212,0.012,0.0086,0.0081,0.0081,9.028319999999999,9.6348,9.73056,3.112536,3.0885119999999997,3.1093439999999997,0.028744543092799998,0.09293110781919998,0.0658537482257,0.046997327956800006,4553,0.49859204373800003,0.34290840180699994,1,0,0,0, ,798,301
3570367,6.508042800449999,0.11220946712000002,108.537,0.739459,144.304,0.2056,145.4192,0.1307,1.696,0.5808,-6.416016978509999,0.360609,0.00770678,19.2082516089,23.714045443499998,24.9663739989,24.4079859274,0.735029,0.014678100000000001,5.469828,0.057053808,37.321326591,4.80017006803,0.0163539895125,19.5387360487,24.0445298833,25.2968584387,24.7384703671,6.041702097509999,0.025833829365099998,19.2889793415,23.7947731761,25.0471017315,24.488713659899997,0.0,0.273275862069,2593.3657,4061.5222,18493.3657,23961.5222,37.321182799999995,-6.4159654999999995,22.243000000000002,13.549000000000001,15.2,0.391,3.95,5.94,2,19.5561,19.3124,19.2191,0.0054,0.0071,0.0099,19.5294,19.2802,19.1873,0.0079,0.0104,0.0145,26.0753,25.4398,24.9475,24.5369,24.1978,23.9037,22.3305,20.8525,20.3955,20.0937,0.0478,0.0355,0.0282,0.0232,0.0198,0.0173,0.0081,0.0042,0.0036,0.0035,25.9491,25.3104,24.7942,24.3696,24.0288,23.7308,22.1278,20.6826,20.2298,19.9148,0.0702,0.052000000000000005,0.0403,0.0328,0.0279,0.0243,0.0111,0.0059,0.0051,0.0049,26.0491,25.3212,24.7995,24.36,23.9941,23.6717,22.0566,20.631,20.1783,19.8532,0.1174,0.0801,0.0618,0.0495,0.0412,0.035,0.0158,0.0085,0.0074,0.006999999999999999,11.26104,11.65248,17.508960000000002,3.769248,4.000248,4.126583999999999,0.0276745138356,0.0894717032305,0.0634023111974,0.045247830121200004,4560,0.28626056669100003,0.223687315167,1,0,0,0, ,799,302
3573368,1.8474029195,0.0987733843537,15.9964,1.8950599999999997,160.1379,0.4091,158.0394,0.6569,-4.1379,-2.0394,-6.29293997064,0.42965699999999996,0.0226911,20.6125179024,25.1767837688,26.333595936,25.8024767756,0.6904,0.0467751,5.7654575999999995,0.20282808,36.7236167444,0.612974773243,0.016469281462600002,21.8103154623,26.3745813287,27.5313934959,27.000274335500002,1.21639030612,0.0232564129819,21.0662395904,25.630505456799998,26.787317623899998,26.2561984636,0.0,0.0,3319.4202,2688.5457,31219.4202,26588.5457,36.7237443,-6.2930097,16.329,10.904000000000002,-78.35,0.332,4.9,8.58,2,21.7772,21.0189,20.6521,0.0393,0.0294,0.0265,21.921,21.1801,20.796999999999997,0.0786,0.0597,0.0529,28.1532,27.5273,26.9371,26.5032,26.1758,25.8983,24.4781,23.2338,22.8105,22.4711,0.3215,0.2391,0.1747,0.14,0.1211,0.1071,0.0579,0.0368,0.0327,0.0308,27.5435,26.8685,26.2491,25.8569,25.517,25.2417,23.8043,22.5298,22.0955,21.7425,0.2753,0.1958,0.1392,0.1159,0.0991,0.0879,0.0467,0.0289,0.0254,0.0236,26.9212,26.2606,25.8313,25.4702,25.1674,24.8889,23.3896,22.14,21.7173,21.3677,0.1959,0.1412,0.1196,0.1025,0.0907,0.0801,0.0402,0.0255,0.0227,0.0211,13.458479999999998,13.458479999999998,13.458479999999998,4.347504,4.42344,4.414536,0.0281154294632,0.0908971834544,0.0644124489001,0.04596872717230001,4564,1.15286910362,0.7175911373459999,0,0,1,0, ,800,303
3581531,4.36798469388,0.10375708616800002,86.1729,3.68254,102.6838,0.1629,102.5476,0.1453,-0.6838,-0.5476,-5.256306030159999,0.127619649146,0.0205156,20.584201366400002,24.2683224919,25.399297230300004,24.8757925538,0.678311,0.021429300000000002,3.0823032606900003,0.041547576,36.523912519899994,2.15160856009,0.0255057752268,21.353001529300002,25.037117102899998,26.1680918414,25.6445871648,3.44325751134,0.0386422902494,20.842485929000002,24.5266015027,25.657576241100003,25.134071564499997,0.0,0.0,315.601,1027.613,32215.601000000002,16927.613,36.5238696,-5.2562562999999995,12.584000000000001,12.005999999999998,11.68,0.046,3.54,5.94,2,21.415,20.8857,20.6144,0.0184,0.0165,0.012,21.4106,20.8806,20.6169,0.0307,0.0275,0.0202,26.8119,26.2393,25.7863,25.4271,25.1255,24.8561,23.4388,22.2593,21.897,21.627,0.0914,0.0717,0.0593,0.051,0.0452,0.0402,0.0218,0.0147,0.0138,0.0139,26.267,25.7135,25.2844,24.9372,24.6153,24.346,22.9684,21.7717,21.3845,21.1022,0.0808,0.0645,0.0545,0.0474,0.0412,0.0366,0.0206,0.0137,0.0126,0.0125,26.3347,25.6893,25.1542,24.7571,24.4184,24.1304,22.6581,21.4755,21.1125,20.8233,0.0803,0.0589,0.0451,0.0375,0.0321,0.0281,0.0145,0.0097,0.0092,0.009000000000000001,10.0464,9.95232,9.954,2.855832,2.933448,2.895312,0.022329302530900003,0.0721906350825,0.051156432098400005,0.036508409638099995,4575,0.733117937456,0.489481397316,1,0,0,0, ,801,304
3585549,8.19196428571,0.050665745464900006,59.3396,0.15365,309.22,0.1331,329.6357,0.0988,9.78,-10.6357,-6.4162915293300005,0.5178010000000001,0.00201498,17.311596708299998,23.2335953887,24.7165298744,24.0973937035,0.842462,0.00543076,13.075439999999999,0.051136848,36.9705421854,5.43470096372,0.0073994118480699995,17.7571277023,23.679126382600003,25.1620608683,24.5429246975,7.22760770975,0.0123079648526,17.447580402699998,23.3695790831,24.852513568800003,24.233377398000002,0.0,0.114793678665,2071.4753,4041.5876,25971.4753,23941.5876,36.9700136,-6.4167604,54.157,27.56,-34.7,0.491,3.5,5.94,18,17.814,17.5446,17.436,0.0022,0.0026,0.0032,17.8467,17.5829,17.4622,0.0036,0.0042,0.0052,25.6511,25.0179,24.5328,24.1503,23.807,23.5221,22.0115,20.5106,19.97,19.5568,0.0344,0.0254,0.0204,0.0172,0.0146,0.0128,0.0064,0.0032,0.0026,0.0022,25.1852,24.6002,24.1169,23.7487,23.4285,23.1633,21.6799,20.1924,19.6458,19.2294,0.033,0.0255,0.0205,0.0175,0.0153,0.0136,0.0069,0.0035,0.0028,0.0025,25.1171,24.5107,24.0241,23.6343,23.2862,23.0068,21.5167,20.0467,19.4987,19.0886,0.0429,0.0325,0.026000000000000002,0.0218,0.0185,0.0163,0.0083,0.0043,0.0034,0.003,36.29136,38.965920000000004,38.965920000000004,9.398256,9.081408,8.976072,0.026673375251700004,0.0862350221889,0.0611087027017,0.043610968536599994,4579,0.402906940348,0.284420980113,1,0,0,0, ,802,305
3586292,1.50419855442,0.105723852041,0.0,0.0,139.6888,0.201,139.2123,0.2567,-0.6888,-0.2123,-5.549170976669999,0.35254800000000003,0.015778200000000003,19.9664402786,23.5349454434,26.5567370826,25.646749047100002,1.5547,0.103897,6.78216,0.27375432,37.278804634800004,0.637375992063,0.00769083049887,20.8987139436,24.4672191085,27.489010747600002,26.5790227121,1.05735898526,0.0140318523243,20.3491470455,23.9176522103,26.939443849499998,26.029455814000002,0.0,0.287414965986,207.4433,2759.3323,16107.4433,10659.3323,37.2787693,-5.5491187,16.602999999999998,11.42,-89.63,0.312,5.18,7.92,0,21.1307,20.6386,20.1877,0.0186,0.0218,0.0156,20.982,20.4525,20.0418,0.0248,0.0281,0.0208,26.0617,25.4848,25.0781,24.7534,24.4933,24.2792,23.3126,22.3297,22.0004,21.7527,0.0367,0.0289,0.0247,0.022000000000000002,0.0202,0.019,0.0156,0.0126,0.0122,0.0125,25.4231,24.846999999999998,24.4588,24.1394,23.8897,23.68,22.6759,21.7555,21.4321,21.1939,0.0377,0.0296,0.0258,0.0231,0.0214,0.0202,0.016,0.0137,0.0134,0.0138,24.774,24.2362,23.8753,23.587,23.3737,23.1887,22.3053,21.3748,21.0508,20.8037,0.0224,0.0182,0.0163,0.015,0.0144,0.0138,0.0123,0.0104,0.0101,0.0104,8.90904,8.17488,5.51544,3.9703440000000003,3.6681120000000003,3.924144,0.022159640483200002,0.071642117682,0.050767736346899996,0.036231012189999995,4580,0.896862559508,0.528692516765,1,0,0,0, ,803,306
3600712,2.9934134070300003,0.11945294784600001,142.52100000000002,1.7331400000000001,102.8333,0.3642,100.6579,0.3824,-2.8333,-0.6579,-5.36785892563,0.44537200000000005,0.0194789,21.3655997067,25.146361617600004,25.8095832513,25.4459927251,0.457345,0.034036300000000005,3.5074199999999998,0.09509152800000001,37.2332127189,1.7617807539700001,0.0344756235828,21.941136802,25.7218987129,26.385120346599997,26.021529820399998,2.8978139172299997,0.0585409580499,21.4008402207,25.1816021316,25.844823765300003,25.4812332391,0.0,0.0,1177.2408,2644.4927,17077.2408,14544.4927,37.2332874,-5.36782,13.135,8.324,56.29,0.366,3.63,6.6,2,21.8555,21.3657,21.2684,0.0195,0.0227,0.0226,21.6652,21.284000000000002,21.3139,0.0298,0.0383,0.0429,27.3856,26.732,26.344,25.9711,25.6694,25.4071,23.991,22.7631,22.4102,22.1101,0.1246,0.0921,0.08,0.0683,0.0602,0.0541,0.0294,0.019,0.018000000000000002,0.0175,27.0008,26.3577,25.9062,25.5255,25.1987,24.9223,23.4304,22.2126,21.881999999999998,21.6084,0.1597,0.1192,0.0977,0.0828,0.0713,0.0633,0.032,0.0209,0.0202,0.0202,26.8527,26.2091,25.7775,25.3858,25.0622,24.7521,23.368000000000002,22.1018,21.7552,21.4886,0.1519,0.1133,0.0946,0.0793,0.0686,0.059000000000000004,0.033,0.0205,0.0196,0.0197,10.54536,10.54536,10.54536,3.0234959999999997,2.874984,2.84592,0.0208517012375,0.06741355010069999,0.047771247535,0.0340925315233,4596,0.542216076723,0.520654278734,1,0,0,0, ,804,307
3601758,8.311472505669999,0.10170103457999999,20.1178,0.613531,123.1964,0.0566,124.8437,0.087,-0.1964,-1.8437,-5.337223288080001,0.258705,0.00500693,19.071947812,22.585241560900002,24.7008050686,23.9430030957,1.1358700000000002,0.0173583,4.3664208,0.029691144,36.585616396199995,4.95220379819,0.0216960388322,19.6341464711,23.147440220100002,25.2630037277,24.505201754899996,7.146187641719999,0.0262029832766,19.2359567045,22.7492504535,24.8648139611,24.1070119883,0.0,0.348754448399,2996.8464,3293.3862,30896.8464,15193.3862,36.5855859,-5.3372446,19.076,15.905999999999999,-73.34,0.166,3.5,5.94,0,19.6569,19.2852,19.1195,0.0047,0.0049,0.0044,19.7356,19.3242,19.1564,0.0086,0.0085,0.0078,25.2469,24.6729,24.1955,23.831999999999997,23.5055,23.2435,21.9492,20.8525,20.5032,20.2006,0.02,0.0155,0.0126,0.0108,0.0093,0.0084,0.0051,0.0037,0.0035,0.0034,24.724,24.1545,23.6695,23.3001,22.9743,22.7111,21.4256,20.3896,20.0638,19.793,0.018000000000000002,0.0141,0.0113,0.0096,0.0083,0.0075,0.0046,0.0035,0.0034,0.0034,24.3707,23.7901,23.3036,22.9375,22.6179,22.3669,21.1497,20.1642,19.8593,19.5949,0.0138,0.0107,0.0086,0.0073,0.0064,0.0058,0.0038,0.003,0.003,0.003,7.86408,5.79936,4.65696,3.804192,3.607464,3.486168,0.0232141762653,0.0750514318658,0.0531836778239,0.0379551781938,4597,0.525102405428,0.376322012558,1,0,0,0, ,805,308
3604481,0.9445826247169999,0.09027423469389999,110.339,6.43776,112.6723,0.5635,111.7957,0.4646,-1.6723,-0.7957,-5.55870229476,0.23226599999999997,0.0443978,21.4588389426,25.3026772655,27.0619001185,26.377854733400003,0.970776,0.0892937,4.3863959999999995,0.26993904,36.339090605500004,0.355534297052,0.014670103458,22.5197350696,26.3635733925,28.1227962454,27.4387508603,0.6923646541949999,0.020254322562400003,21.7961016025,25.6399399254,27.3991627783,26.715117393200003,0.0,0.0,519.8243,2546.8713,4419.8243,10446.8713,36.3391304,-5.5586988,9.93,8.346,10.27,0.16,5.54,9.9,2,22.9587,22.1212,21.741,0.0843,0.0537,0.0398,23.261999999999997,22.1242,21.6742,0.1991,0.0962,0.0669,28.8214,28.1744,27.5078,26.925,26.5257,26.2092,24.9702,23.7746,23.3927,23.2111,0.5552,0.4069,0.2763,0.1935,0.1563,0.1334,0.0852,0.0567,0.0523,0.0569,27.3959,26.9743,26.6293,26.3025,25.9326,25.609,24.1898,22.9948,22.6233,22.4299,0.2057,0.1855,0.1695,0.1502,0.1247,0.1057,0.0572,0.0381,0.0355,0.0382,27.2593,26.8161,26.4491,26.0448,25.6455,25.3073,23.9283,22.7325,22.3233,22.1034,0.191,0.1689,0.1512,0.1247,0.1008,0.0843,0.0473,0.0315,0.0283,0.0298,9.1812,9.1812,9.1812,2.79888,2.914632,3.155712,0.0217128115004,0.0701975195808,0.0497440511474,0.035500446803099994,4600,1.0261990542200001,0.703179998667,1,0,0,0, ,806,309
3630705,5.80821286848,0.17010062358300002,115.773,0.534533,120.2557,0.0319,117.631,0.0333,-3.2557,-0.631,-6.93326035553,0.30956300000000003,0.00490287,17.6261285545,19.2794794106,25.0898936883,23.874979749,2.84061,0.0328596,8.5333248,0.150988656,34.8260782371,3.4815440759599996,0.00819132653061,18.181805122,19.835155978099998,25.6455702558,24.430656316500002,5.0645904195,0.012146825396799999,17.7748740434,19.4282248995,25.2386391772,24.0237252379,0.0,0.37824675324699997,4115.1152,971.674,8015.1152,12871.673999999999,34.8261789,-6.933258299999999,25.815,12.931,34.68,0.499,3.5,5.94,18,18.8768,18.4003,18.2718,0.0047,0.0048,0.0043,18.824,18.3509,18.2351,0.0071,0.0073,0.0066,23.871,23.2323,22.7725,22.3836,22.0744,21.791999999999998,20.5273,19.6805,19.4641,19.3074,0.0108,0.0081,0.0066,0.0056,0.0049,0.0043,0.0027,0.0025,0.0026,0.0029,23.5196,22.8883,22.4322,22.0476,21.7367,21.4524,20.1956,19.3056,19.0654,18.8913,0.0126,0.0095,0.0078,0.0066,0.0057,0.0051,0.0032,0.0028,0.0029,0.0032,23.4686,22.8356,22.3824,22.0012,21.6953,21.4191,20.1591,19.2272,18.9719,18.789,0.0121,0.0091,0.0075,0.0063,0.0055,0.0049,0.0031,0.0026,0.0027,0.0029,3.5128800000000004,3.7447199999999996,3.9312,2.8476,3.174696,3.3161519999999998,0.0210432709187,0.06803289488030001,0.0482101336748,0.034405747952099996,4630,0.522049420572,0.387108317394,1,0,0,0, ,808,310
3633308,3.07887967687,0.0682054280045,124.921,3.2505900000000003,167.2448,0.1474,167.043,0.1506,-1.2448,-1.043,-6.57545592475,0.0971086710975,0.013093299999999999,18.7630887217,23.5060296287,25.7790182077,24.9915506617,1.20871,0.0202825,7.392387307689999,0.093660168,35.0166642134,1.3913513322,0.008207305839,19.625478795,24.3684194006,26.6414079795,25.8539404335,2.27157738095,0.0147346230159,19.0932519765,23.8361925821,26.109181161,25.321713615,0.0,0.0963855421687,3952.5137,633.5217,3952.5137,20533.5217,35.0166597,-6.575505199999999,18.532,17.703,-86.77,0.045,4.52,8.58,18,20.0468,19.5757,19.2551,0.0104,0.0123,0.0098,20.1725,19.9193,19.2857,0.0221,0.0318,0.0192,26.5743,25.9125,25.4425,25.0423,24.7157,24.4135,23.0191,21.6075,21.171999999999997,20.8435,0.0773,0.0565,0.0456,0.038,0.0327,0.0284,0.0157,0.0085,0.0075,0.0071,26.0135,25.3838,24.9237,24.5134,24.1855,23.8935,22.4668,21.0685,20.6359,20.2987,0.0839,0.0631,0.0515,0.0425,0.0365,0.032,0.0172,0.0095,0.0083,0.0079,25.7824,25.143,24.6932,24.3075,23.9757,23.6601,22.1998,20.8152,20.3756,20.0458,0.0732,0.0546,0.0449,0.0379,0.0324,0.0279,0.0145,0.0081,0.0071,0.0067,18.18096,15.886079999999998,15.361920000000001,4.722144,4.426296,4.67628,0.0222611840348,0.07197040798439999,0.0510003726237,0.0363970358969,4634,0.8268167012119999,0.511256783139,1,0,0,0, ,810,311
