id,I_e,I_e_err,PA,PA_err,X0,X0_err,Y0,Y0_err,dX0,dY0,dec,ell,ell_err,m_tot,mu_0,mu_e,mu_e_ave,n,n_err,r_e,r_e_err,ra,I_e_forced_g,I_e_err_forced_g,m_tot_forced_g,mu_0_forced_g,mu_e_forced_g,mu_e_ave_forced_g,I_e_forced_r,I_e_err_forced_r,m_tot_forced_r,mu_0_forced_r,mu_e_forced_r,mu_e_ave_forced_r,flag,central_mask_frac,x_image,y_image,x_hsc,y_hsc,ra_sex,dec_sex,a_image,b_image,theta_image,ellipticity,kron_radius,petro_radius,flags,mag_auto_g,mag_auto_r,mag_auto_i,magerr_auto_g,magerr_auto_r,magerr_auto_i,mag_petro_g,mag_petro_r,mag_petro_i,magerr_petro_g,magerr_petro_r,magerr_petro_i,mag_ap0_g,mag_ap1_g,mag_ap2_g,mag_ap3_g,mag_ap4_g,mag_ap5_g,mag_ap6_g,mag_ap7_g,mag_ap8_g,mag_ap9_g,magerr_ap0_g,magerr_ap1_g,magerr_ap2_g,magerr_ap3_g,magerr_ap4_g,magerr_ap5_g,magerr_ap6_g,magerr_ap7_g,magerr_ap8_g,magerr_ap9_g,mag_ap0_r,mag_ap1_r,mag_ap2_r,mag_ap3_r,mag_ap4_r,mag_ap5_r,mag_ap6_r,mag_ap7_r,mag_ap8_r,mag_ap9_r,magerr_ap0_r,magerr_ap1_r,magerr_ap2_r,magerr_ap3_r,magerr_ap4_r,magerr_ap5_r,magerr_ap6_r,magerr_ap7_r,magerr_ap8_r,magerr_ap9_r,mag_ap0_i,mag_ap1_i,mag_ap2_i,mag_ap3_i,mag_ap4_i,mag_ap5_i,mag_ap6_i,mag_ap7_i,mag_ap8_i,mag_ap9_i,magerr_ap0_i,magerr_ap1_i,magerr_ap2_i,magerr_ap3_i,magerr_ap4_i,magerr_ap5_i,magerr_ap6_i,magerr_ap7_i,magerr_ap8_i,magerr_ap9_i,fwhm_g,fwhm_r,fwhm_i,flux_radius_g,flux_radius_r,flux_radius_i,ebv,A_g,A_r,A_i,patch_id,g-i,g-r,candy,junk,tidal,cirrus,notes,viz-id,cat-id
2161172,3.2811649659900004,0.16120004251700001,53.9824,4.773280000000001,126.538,0.0749,126.3534,0.0959,-0.5379999999999999,-0.3534,-2.36690695852,0.0660223,0.0101572,19.0023390681,20.6761521849,25.709929835500002,24.5642572744,2.48267,0.09798630000000001,5.347188,0.14595504,37.2491410707,1.3120606576,0.00853227749433,19.9975244494,21.6713375663,26.7051152168,25.559442655700003,2.40884353741,0.0113770549887,19.3378877526,21.011700869400002,26.04547852,24.8998059589,0.0,0.22265625,834.931,3194.0916,16734.931,15094.0916,37.2491227,-2.3669658,15.939,14.491,-40.34,0.091,4.67,7.92,2,20.3694,19.7343,19.4073,0.0102,0.0073,0.0088,20.2827,19.6278,19.3212,0.016,0.0112,0.0138,25.8616,25.2584,24.8042,24.4288,24.1252,23.8477,22.5437,21.4961,21.1976,20.9693,0.034,0.0261,0.0214,0.0182,0.016,0.0142,0.0086,0.0065,0.0065,0.0068,25.0708,24.449,23.9956,23.6198,23.3205,23.0495,21.796,20.7958,20.4959,20.2794,0.0209,0.0158,0.0129,0.011000000000000001,0.0097,0.0087,0.0055,0.0044,0.0043,0.0046,24.8255,24.198,23.733,23.3483,23.0461,22.771,21.4895,20.4671,20.1676,19.9479,0.0272,0.0205,0.0166,0.013999999999999999,0.0123,0.011000000000000001,0.0067,0.0053,0.0052,0.0055,9.68016,6.95688,7.121519999999999,3.818136,3.56244,3.55824,0.0256541373147,0.08293982593839999,0.0587736285879,0.04194451450950001,3100,0.9541900698710001,0.635470499449,1,0,0,0, ,611,192
2165956,6.796414399090001,0.22504464285700002,131.039,4.9202699999999995,135.2202,0.2463,134.9855,0.2203,-1.2202,-0.9855,-1.82681162275,0.114373,0.018096,19.197170055999997,23.2540868112,24.9193003717,24.2564900684,0.927154,0.0308596,4.3566096,0.08920968,35.7539205785,3.6128472222199997,0.030588329081599995,19.8832456924,23.9401624475,25.605376008,24.9425657048,5.68742913832,0.021188810941,19.3905796876,23.447496442800002,25.1127100033,24.4498997001,0.0,0.22985074626899998,998.0192,2768.7905,16898.0192,26668.7905,35.7538833,-1.8268206999999999,15.843,13.107000000000001,46.42,0.17300000000000001,4.61,7.26,2,19.9711,19.4507,19.2163,0.0132,0.0062,0.0132,19.9103,19.3634,19.1914,0.0196,0.009000000000000001,0.0203,25.9721,25.3142,24.8031,24.4104,24.0791,23.8063,22.4255,21.2644,20.8968,20.6098,0.075,0.0544,0.0426,0.0356,0.0306,0.0271,0.0152,0.0105,0.0098,0.0097,25.4343,24.8136,24.3292,23.9499,23.6266,23.3499,21.9578,20.7502,20.3689,20.066,0.0346,0.026000000000000002,0.0209,0.0176,0.0153,0.0135,0.0075,0.0049,0.0046,0.0044,25.3111,24.6823,24.1771,23.7841,23.4396,23.1578,21.616999999999997,20.404,20.0567,19.7745,0.0818,0.061,0.048,0.0401,0.0341,0.03,0.0145,0.0095,0.0091,0.009000000000000001,9.67008,7.4424,9.76752,4.0884480000000005,4.02528,3.8021760000000002,0.023486891354499998,0.0759331197491,0.0538084680932,0.0384010673646,3107,0.648543584016,0.47054135314400003,1,0,0,0, ,612,193
2168120,6.0697278911599994,0.13104095805,180.0,0.0,98.7286,0.1225,98.6722,0.1199,-0.7286,-0.6722,-2.61987189999,0.0220013,0.014501400000000001,20.2285823323,23.6899584308,25.042076945300003,24.4565737183,0.781566,0.0202553,2.8270872000000002,0.038392199999999994,37.5162986031,3.19297406463,0.022110579648500002,20.9260169096,24.3873930082,25.7395115227,25.154008295700002,4.962018140590001,0.0276319090136,20.4473595178,23.908735616399998,25.2608541308,24.675350903800002,0.0,0.1,3115.8416,1774.348,11015.8416,9674.348,37.516293299999994,-2.6198403999999997,11.677,11.245,-85.52,0.037000000000000005,4.56,5.94,0,20.9537,20.4438,20.2311,0.0128,0.0108,0.013000000000000001,20.9056,20.3942,20.1729,0.016,0.0134,0.0161,26.2411,25.6368,25.1667,24.7872,24.4778,24.2015,22.8124,21.7213,21.4281,21.2088,0.0482,0.0368,0.0298,0.0252,0.0221,0.0196,0.0109,0.008,0.008,0.0084,25.7767,25.1644,24.6924,24.3075,23.9861,23.7155,22.3332,21.2349,20.93,20.7136,0.0423,0.0321,0.0259,0.0218,0.0189,0.0169,0.0094,0.0069,0.0068,0.0072,25.5799,24.9818,24.5165,24.1494,23.8327,23.5458,22.1396,21.025,20.7217,20.4923,0.0518,0.0398,0.0324,0.0277,0.0241,0.0211,0.0116,0.0083,0.0082,0.0086,6.29664,5.94552,6.46296,2.724792,2.77704,2.7817439999999998,0.0263423807708,0.08516491703189999,0.0603503943458,0.04306979256019999,3110,0.655339452828,0.45384286911399996,1,0,0,0, ,613,194
2173812,3.7759353741500004,0.230366354875,22.9089,3.50964,92.3799,0.3441,89.3873,0.5452,0.6201,3.6127,-2.44689907185,0.326047,0.0314825,21.1047860496,24.664125307,25.557438618400003,25.1094009386,0.5666640000000001,0.053468499999999995,3.0726864,0.10837360800000001,39.0061217294,2.55399305556,0.0329465348639,21.5292981511,25.0886374085,25.9819507199,25.533913040100003,3.1834750566900003,0.046525297619000004,21.2900938028,24.8494330601,25.7427463715,25.294708691700002,0.0,0.381679389313,3068.8459,1485.2565,10968.8459,13385.2565,39.0060533,-2.4466718,11.948,7.792000000000001,-88.21,0.348,5.16,5.94,0,21.0095,21.0247,20.79,0.0157,0.0238,0.0335,20.9922,20.9968,20.7257,0.0178,0.0267,0.0364,26.8726,26.2134,25.7279,25.3298,24.9848,24.6393,22.6739,21.651,21.3617,21.182,0.1053,0.0764,0.0611,0.0507,0.043,0.0358,0.0117,0.0091,0.0092,0.01,26.8183,26.2544,25.7877,25.386,25.0424,24.7423,23.0102,21.7768,21.3992,21.2011,0.1497,0.1187,0.0964,0.0799,0.0678,0.0588,0.0239,0.0153,0.0142,0.0152,26.6739,26.0601,25.6148,25.1999,24.8065,24.47,22.6997,21.5271,21.1863,20.9771,0.2288,0.1732,0.1435,0.1174,0.0952,0.0799,0.0313,0.0212,0.0204,0.0216,3.83544,9.73056,7.98168,2.45112,2.688672,2.6572560000000003,0.026183923344900002,0.0846526241739,0.059987368383099995,0.0428107146688,3116,0.382670191995,0.214539092509,1,0,0,0, ,614,195
2176783,6.14927012472,0.072827026644,114.04799999999999,0.9584809999999999,184.1239,0.0673,184.3411,0.0512,-0.1239,-0.3411,-2.79022943949,0.151372,0.00457535,18.247797678199998,22.2600105104,25.027941072199997,24.1564880529,1.43747,0.0119386,6.580963199999999,0.04891404,37.9766839181,2.95001062925,0.00846988378685,19.045297654000002,23.057510486199998,25.825441048000002,24.9539880287,4.7509566326499995,0.0114489087302,18.527903940599998,22.5401167728,25.3080473346,24.436594315300002,0.0,0.173109243697,1104.5365,2119.5820000000003,33004.5365,6019.581999999999,37.9766646,-2.7902182,26.701,21.223000000000003,40.78,0.205,4.02,6.6,2,19.2065,18.6543,18.3808,0.0048,0.0039,0.0043,19.213,18.6204,18.3244,0.0079,0.0062,0.0067,25.2137,24.5933,24.123,23.7497,23.4187,23.1361,21.7313,20.5958,20.2716,20.0166,0.0191,0.0143,0.0117,0.0099,0.0085,0.0075,0.0041,0.0029,0.0028,0.0029,24.8479,24.2208,23.7281,23.3363,22.9953,22.7066,21.2949,20.1426,19.8,19.5248,0.0183,0.0137,0.0109,0.0091,0.0078,0.0068,0.0037,0.0026,0.0025,0.0024,24.6072,23.9924,23.4962,23.1091,22.7735,22.4906,21.0822,19.9149,19.5601,19.2712,0.0209,0.0158,0.0126,0.0105,0.009000000000000001,0.0079,0.0043,0.003,0.0028,0.0028,5.772480000000001,7.2744,9.90024,4.833864,5.105856,5.194056,0.023883634783200002,0.07721579125410001,0.054717407288300005,0.0390497428705,3119,0.759333927416,0.49489532943400005,1,0,0,0, ,615,196
2179275,1.0080782312899998,0.133135629252,173.65900000000002,1.92661,129.8178,0.3212,129.929,0.6517,-0.8178,-0.929,-2.6876119538800003,0.570625,0.026889299999999998,20.8824022325,24.3364605346,26.991264408600003,26.137900797100002,1.38521,0.13337000000000002,6.848436,0.5572728,38.672649073,0.400088577098,0.0101892006803,21.8857474438,25.339805746,27.994609619899997,27.141246008499998,0.6994260204080001,0.0140224631519,21.2792833611,24.7333416633,27.388145537199996,26.5347819258,0.0,0.0,2207.3411,322.9921,18107.3411,8222.9921,38.672624600000006,-2.687609,11.927,5.542000000000001,84.07,0.535,6.48,10.56,0,22.2388,21.6247,21.230999999999998,0.0475,0.0368,0.0424,22.193,21.4957,21.0777,0.0742,0.0533,0.06,27.8371,27.2131,26.6531,26.1838,25.7835,25.495,24.2905,23.2648,23.0098,22.7766,0.2356,0.1753,0.1319,0.1021,0.0827,0.0724,0.0477,0.0371,0.0385,0.04,26.781999999999996,26.3168,25.8916,25.5213,25.1696,24.909000000000002,23.6361,22.7258,22.4478,22.1823,0.1217,0.1048,0.0893,0.0757,0.0641,0.0576,0.0356,0.0308,0.0313,0.0315,26.8473,26.2316,25.7372,25.3686,24.9891,24.7048,23.398000000000003,22.3728,22.0192,21.7871,0.2138,0.1603,0.1282,0.1088,0.0899,0.079,0.0474,0.0369,0.0349,0.0363,8.20008,8.20008,8.20008,3.6108239999999996,3.7464,3.646272,0.0236690739532,0.0765221160906,0.0542258484267,0.038698935913400005,3122,0.965522031123,0.584167815036,1,0,0,0, size error,616,197
2181617,1.05263605442,0.234152494331,99.6984,7.53833,120.0742,0.5881,120.5952,0.4241,-1.0742,-1.5952,-2.6525735043700003,0.332385,0.0704317,21.942698547600003,24.4197981959,26.944304397,26.1125467583,1.325,0.234408,3.3313224000000003,0.4506348,38.5248298552,0.404219812925,0.0197681051587,22.9818501587,25.458949807,27.9834560081,27.151698369499996,0.7245925453509999,0.0256242205215,22.348159496399997,24.8252591447,27.349765345799998,26.5180077071,0.0,0.012396694214899999,1370.5491,1072.8638,21270.5491,8972.8638,38.5248544,-2.6526076,6.157,4.687,5.11,0.239,7.45,10.56,1,23.0833,22.2413,21.8284,0.0685,0.0413,0.0518,22.6615,21.7982,21.5124,0.0658,0.0389,0.0548,28.6207,27.9007,27.1904,26.6445,26.2606,25.9403,24.6867,23.7953,23.5914,23.4891,0.4211,0.2899,0.188,0.1365,0.1118,0.095,0.0599,0.0527,0.0573,0.0671,27.2527,26.6446,26.1962,25.7601,25.4397,25.2194,24.1111,23.1879,22.9449,22.7668,0.1566,0.1195,0.0987,0.0792,0.0688,0.0641,0.0462,0.0395,0.0414,0.0452,27.0716,26.4685,26.0067,25.6403,25.3678,25.0685,23.6586,22.7431,22.5625,22.3219,0.2429,0.1862,0.1518,0.1301,0.11800000000000001,0.1023,0.0558,0.048,0.0534,0.055,5.41632,5.41632,5.41632,2.615256,3.364704,3.385704,0.0224887537948,0.07270614101869999,0.051521734943900006,0.0367691124545,3124,1.0032145825399998,0.612506256225,1,0,0,0, ,619,198
2190253,4.79822137188,0.174457199546,35.9851,1.8781,114.0997,0.21100000000000002,111.7878,0.21600000000000003,-2.0997,0.2122,-1.7679107830200003,0.292292,0.0168352,19.8735167174,23.6561306898,25.297299298000002,24.6400550095,0.915991,0.03471369999999999,4.2588336,0.098779464,37.6909272604,3.9141865079400002,0.0207974773243,20.0946136304,23.8772276028,25.518396211,24.8611519225,4.56707057823,0.0265765660431,19.9271231116,23.709737084,25.350905692199998,24.6936614037,0.0,0.0774509803922,3369.5344,4030.9844,7269.5344,27930.9844,37.6910003,-1.7678549,14.062000000000001,12.74,-48.51,0.094,3.75,6.6,2,20.1989,20.0348,20.0114,0.0074,0.0083,0.016,20.1121,19.9454,20.0124,0.012,0.0135,0.0281,25.8834,25.2755,24.7815,24.4039,24.0868,23.8139,22.4224,21.2515,20.8302,20.5352,0.0417,0.0316,0.0252,0.0213,0.0186,0.0165,0.0092,0.0062,0.0055,0.0054,25.7289,25.1237,24.6254,24.2214,23.874000000000002,23.574,22.1937,21.0592,20.6568,20.3791,0.0471,0.0358,0.0284,0.0235,0.0199,0.0173,0.0097,0.0068,0.0062,0.0061,25.5946,24.9969,24.4958,24.0958,23.7703,23.4839,22.0877,21.002,20.594,20.3014,0.0817,0.0625,0.0495,0.040999999999999995,0.0355,0.0311,0.0172,0.0127,0.0114,0.0112,8.38488,8.46384,10.649519999999999,3.2415599999999998,3.21888,3.165624,0.0256838303687,0.0830358235821,0.0588416553748,0.0419930626529,3135,0.180054152071,0.143296350593,1,0,0,0, ,620,199
2198298,2.95560161565,0.108568948413,84.52,4.4118900000000005,123.6657,0.2356,124.1612,0.2038,-0.6657,-1.1612,-2.65081521945,0.14351076649800001,0.0279808,20.3751368677,24.2302276584,25.8233852618,25.1774265956,0.8936940000000001,0.0343983,3.9355647078199993,0.079098936,35.5113829429,1.92742346939,0.015095946712,20.8393072282,24.6943995394,26.2875571428,25.6415984766,2.5665568310699998,0.0209607780612,20.5283728724,24.3834651835,25.976622786900002,25.330664120700003,0.0,0.0,2189.6062,1111.2013,22089.6062,9011.2013,35.511385700000005,-2.6508133,12.812000000000001,12.614,-46.21,0.015,4.83,7.26,3,20.9377,20.5798,20.4439,0.0143,0.0143,0.0184,20.8573,20.5182,20.3954,0.02,0.0203,0.0265,26.7322,26.1973,25.7472,25.366,25.0127,24.7325,23.2525,21.988000000000003,21.6498,21.4091,0.0728,0.059000000000000004,0.0489,0.0412,0.035,0.0307,0.0157,0.0098,0.0094,0.0097,26.5,25.8702,25.3835,25.0172,24.6904,24.4151,22.9588,21.6634,21.3312,21.0728,0.0817,0.0606,0.0486,0.0415,0.0361,0.0318,0.0167,0.0101,0.0098,0.0099,26.5116,25.8381,25.2793,24.8692,24.5277,24.2465,22.7754,21.543000000000003,21.1838,20.9348,0.1204,0.0858,0.0644,0.0528,0.0453,0.0398,0.0205,0.0132,0.0124,0.0127,9.053519999999999,9.12072,10.37232,3.4130879999999997,3.518928,3.487512,0.0207975344013,0.0672384287193,0.0476471513133,0.0340039687461,3144,0.430935900527,0.29134307839400003,1,0,0,0, ,621,200
2220930,7.49007936508,0.0572746598639,142.988,0.321954,287.1074,0.1514,284.5184,0.1646,-6.1074,-3.5184,-2.0570763591,0.39247,0.00346758,17.763391723199998,23.7260118778,24.813783951199998,24.3032514379,0.658079,0.00650817,10.401552,0.050241744000000005,35.8279010473,4.86281179138,0.0103586663832,18.232389119300002,24.1950092738,25.282781347199997,24.772248833899997,6.37893282313,0.0108581703515,17.937737700499998,23.9003578551,24.988129928499998,24.477597415199998,0.0,0.09580052493439999,3407.7253,1832.0093,15307.7253,21732.0093,35.8281524,-2.0571933999999996,42.292,27.892,54.39,0.34,3.54,5.94,2,18.2792,17.963,17.7888,0.0034,0.0027,0.0042,18.2978,17.972,17.7909,0.0059,0.0045,0.0071,26.0486,25.4016,24.8874,24.4798,24.1252,23.8385,22.3034,20.9074,20.3876,19.9236,0.0545,0.0399,0.0311,0.0256,0.0216,0.0189,0.0092,0.0051,0.0041,0.0035,25.7588,25.1595,24.6747,24.2841,23.9296,23.6292,22.0747,20.645,20.1173,19.6388,0.0437,0.0334,0.0268,0.0224,0.0189,0.0163,0.0078,0.0042,0.0034,0.0028,25.7409,25.0908,24.5709,24.1462,23.7802,23.4821,21.9333,20.5124,19.9768,19.4809,0.0792,0.0577,0.0448,0.0363,0.0303,0.0262,0.0126,0.0068,0.0055,0.0045,34.6416,34.6416,34.6416,7.507584,7.705655999999999,7.907928,0.0215702468652,0.0697366081151,0.0494174355681,0.0352673536246,3179,0.4345281416100001,0.274332246253,1,0,0,0, ,624,201
2234810,6.57677862812,0.202367842971,148.346,1.52424,99.8344,0.1587,101.8478,0.1726,-0.8344,-2.8478,-1.99342120534,0.29875999999999997,0.013427200000000002,19.9791159702,23.3879960102,24.9549669402,24.3152630465,0.8815280000000001,0.040249599999999996,3.509184,0.06565692,34.9346414921,4.01955782313,0.0356193310658,20.5137033286,23.9225833686,25.4895542986,24.849850404899996,5.578904478459999,0.028697314342400002,20.157776716199997,23.5666567562,25.1336276862,24.4939237925,0.0,0.316358024691,2544.1692,3193.2549,34444.1692,23093.2549,34.93462589999999,-1.9934955,14.899000000000001,11.002,64.61,0.262,3.5,5.94,0,20.5379,20.1868,20.0222,0.0096,0.0068,0.0114,20.5385,20.1721,20.0613,0.0162,0.0115,0.0201,25.9155,25.2714,24.795,24.3989,24.0733,23.7956,22.4644,21.4061,21.0855,20.8239,0.0452,0.0334,0.0269,0.0224,0.0194,0.0172,0.0101,0.0076,0.0074,0.0075,25.4233,24.8055,24.3408,23.9522,23.631,23.3593,22.0397,21.0187,20.7127,20.4622,0.0284,0.0215,0.0175,0.0147,0.0128,0.0114,0.0067,0.0053,0.0052,0.0053,25.1392,24.5385,24.0739,23.6926,23.375999999999998,23.1055,21.8318,20.8271,20.5275,20.2842,0.0424,0.0327,0.0266,0.0225,0.0196,0.0174,0.0108,0.0085,0.0085,0.0087,8.2068,5.88168,7.5852,2.95512,2.87112,2.81316,0.0234411960841,0.0757853869399,0.0537037802286,0.0383263555975,3195,0.497128327058,0.333845005689,1,0,0,0, ,625,202
2236095,3.1814590419499997,0.08129818594100001,21.454,0.784179,225.0784,0.2945,201.3262,0.4736,-9.0784,14.6738,-1.87425281572,0.489836,0.0103133,19.5168824657,24.7238735211,25.743434158699998,25.2540259298,0.626084,0.021905900000000002,7.8430296,0.13983278400000002,36.2789931682,1.6800772392299999,0.0218461238662,20.2101251863,25.4171162417,26.4366768793,25.947268650300003,2.65366354875,0.018721903344700003,19.7138336597,24.920824715100004,25.940385352699998,25.4509771237,0.0,0.0517448856799,1742.8936,1766.0621,5642.8936,25666.0621,36.2793753,-1.8735185,13.978,11.3,-65.94,0.192,7.28,10.56,3,20.5736,19.8162,19.7468,0.0296,0.0116,0.0218,20.622,19.6072,19.8407,0.0449,0.0139,0.0345,26.4442,25.8273,25.392,25.0461,24.7588,24.5174,23.33,22.3529,21.9954,21.6539,0.1076,0.0819,0.0681,0.0598,0.0533,0.0489,0.0328,0.0266,0.0252,0.0236,25.7641,25.2043,24.7992,24.4608,24.1851,23.9484,22.8913,21.8448,21.461,21.0767,0.0453,0.0363,0.031,0.0274,0.0247,0.0228,0.0172,0.0131,0.0121,0.0109,25.4049,24.8136,24.3679,24.0115,23.7334,23.5045,22.5316,21.595,21.2302,20.8669,0.0652,0.0509,0.0419,0.0364,0.0327,0.0304,0.0248,0.0209,0.0196,0.0181,12.6756,10.4412,9.78936,5.742744,6.891864,6.081432,0.0274314687158,0.088685938358,0.0628454948278,0.044850451350300004,3198,0.649407233592,0.47045108306999994,1,0,0,0, ,626,203
2241293,1.52894345238,0.0972828089569,144.498,3.3033300000000003,116.1059,0.7257,112.4911,0.9157,1.8941,5.5089,-2.52927637606,0.38652,0.0387378,21.5405081077,25.958448934499998,26.5390214414,26.2092258854,0.417567,0.052591399999999996,4.3727376,0.21830088,36.2524858504,0.7324050453509999,0.0217675028345,22.3396083479,26.7575491746,27.338121681500002,27.008326125500002,1.1878082483,0.0279284651361,21.814620824400002,26.232561651199997,26.8131341581,26.4833386021,0.0,0.0,2326.8774,3720.0339,6226.8774,11620.0339,36.252356400000004,-2.528971,9.008,6.024,33.03,0.331,6.85,10.56,2,22.4138,21.881,21.6875,0.0485,0.0395,0.0471,22.3638,21.8652,21.679000000000002,0.0714,0.06,0.0721,28.1441,27.5553,27.1412,26.8327,26.5205,26.2608,24.8473,23.5723,23.1049,22.8052,0.2826,0.2192,0.1867,0.1688,0.1478,0.133,0.0723,0.0447,0.0381,0.0372,28.195999999999998,27.6292,27.1738,26.7308,26.3285,26.0349,24.4196,23.0271,22.5771,22.2315,0.3943,0.3121,0.2559,0.2044,0.1647,0.1436,0.0649,0.036000000000000004,0.0312,0.0292,27.9609,27.1693,26.6683,26.2192,25.883000000000003,25.5581,24.1055,22.8673,22.357,22.011999999999997,0.4531,0.2916,0.2292,0.1821,0.1559,0.1321,0.0693,0.0443,0.0363,0.034,7.428960000000001,7.428960000000001,7.428960000000001,3.37764,3.39528,3.3322800000000004,0.021131487437200003,0.0683180988846,0.04841223771869999,0.0345499819599,3204,0.765332123275,0.505081662334,1,0,0,0, ,627,204
2241448,4.33999433107,0.12471301020400001,56.8965,0.900861,118.4143,0.128,121.7269,0.1321,0.5857,-2.7269,-2.8786382801499997,0.388205,0.0101175,19.9634879675,23.359493153000003,25.4062770944,24.6619587873,1.1040299999999998,0.027966200000000004,4.4391648,0.080872848,36.2080794063,2.96662769274,0.0207558460884,20.376553257,23.7725584425,25.819342383899997,25.0750240768,3.90068735828,0.025529195011299997,20.079358016,23.475363201500002,25.5221471429,24.777828835799998,0.0,0.242718446602,3278.8369,225.2148,7178.8369,4125.2148,36.20801289999999,-2.8787088,17.464000000000002,11.565999999999999,-42.53,0.33799999999999997,4.19,5.94,2,20.3691,20.0871,19.9718,0.0092,0.0093,0.011000000000000001,20.3101,20.0286,19.9214,0.0124,0.0125,0.0149,26.1127,25.5091,25.006999999999998,24.6108,24.2824,23.9979,22.6194,21.5764,21.2107,20.8981,0.0467,0.0353,0.0279,0.0232,0.02,0.0176,0.0099,0.0076,0.0071,0.0068,25.726,25.0685,24.5536,24.1647,23.8296,23.5516,22.2271,21.1976,20.8476,20.559,0.0425,0.0306,0.0239,0.02,0.0171,0.0152,0.0089,0.0069,0.0066,0.0065,25.5808,24.9862,24.5024,24.1092,23.767,23.4796,22.0972,20.9991,20.6706,20.4082,0.0491,0.0375,0.0301,0.0251,0.0214,0.0187,0.0105,0.0076,0.0074,0.0075,11.66928,10.9536,10.31856,3.782688,3.550176,3.3665519999999995,0.0229321865776,0.07413975920539999,0.052537639449300004,0.0374941250544,3205,0.376419655349,0.275593121244,1,0,0,0, ,628,205
2247995,7.09796626984,0.231036706349,12.8461,3.02338,95.7908,0.1328,94.7848,0.146,-1.7908,-0.7848,-1.97479408855,0.151857,0.0148659,19.81956441,22.822271095900003,24.872165172,24.127229923,1.1054700000000002,0.0541869,3.1492607999999995,0.059820767999999996,34.3083669662,3.8941680839,0.047915603741499994,20.4713625054,23.474069191399998,25.5239632674,24.779028018400002,5.592368197280001,0.035897817460300005,20.0784098448,23.0811165307,25.131010606799997,24.386075357800003,0.0,0.284153005464,4095.9551,3598.3508,15995.9551,23498.3508,34.308406,-1.9747677,12.767000000000001,11.9,-31.14,0.068,3.5,6.6,2,20.5628,20.1035,19.8978,0.0099,0.0064,0.0096,20.6534,20.1166,19.9135,0.0204,0.0123,0.0183,25.4446,24.8685,24.4192,24.0522,23.7414,23.4906,22.3057,21.3442,21.0405,20.7922,0.0311,0.0244,0.0201,0.0172,0.0151,0.0137,0.0092,0.0076,0.0075,0.0077,24.8985,24.2895,23.8305,23.4715,23.1744,22.9318,21.8023,20.8814,20.5849,20.35,0.0185,0.0141,0.0115,0.0099,0.0088,0.0081,0.0057,0.0049,0.0049,0.005,24.5596,23.9869,23.5415,23.1872,22.8932,22.6495,21.5316,20.6427,20.355999999999998,20.1355,0.0244,0.0192,0.0159,0.0138,0.0123,0.0112,0.008,0.006999999999999999,0.0071,0.0075,7.237439999999999,4.47384,5.61456,2.750832,2.749488,2.669184,0.0245674349028,0.0794265170407,0.05628399336230001,0.040167756066,3213,0.6125393344250001,0.369810136922,1,0,0,0, ,630,206
2249396,7.2643494898,0.258194798753,73.4035,1.8305799999999999,90.2225,0.17800000000000002,90.046,0.142,-1.2225,-1.046,-2.4023420420500003,0.311184,0.0175511,20.430960023900003,23.432446054299998,24.847008174899997,24.2451936163,0.8106479999999999,0.0343414,2.7842304,0.061302864000000006,34.1880555325,3.2429350907,0.040539611678,21.3066062088,24.3080922392,25.7226543598,25.1208398012,5.6377196712,0.0426077097506,20.706193155799998,23.7076791862,25.1222413067,24.5204267481,0.0,0.009398496240600001,2673.2612,2436.356,18573.2612,14336.356000000002,34.188053700000005,-2.4023276,12.245,9.066,-18.82,0.26,4.36,5.94,3,21.2549,20.6731,20.367,0.0166,0.012,0.0151,21.2003,20.6254,20.3126,0.0215,0.0156,0.0195,26.4241,25.7838,25.2907,24.8827,24.5641,24.2883,22.9777,21.9471,21.6844,21.5026,0.0634,0.047,0.0372,0.0307,0.0267,0.0236,0.0141,0.0109,0.0113,0.0123,25.788,25.1872,24.7245,24.3239,23.9897,23.6994,22.3638,21.3445,21.0822,20.8984,0.0436,0.0335,0.0273,0.0227,0.0194,0.017,0.0099,0.0078,0.008,0.0087,25.4395,24.8283,24.3702,23.9927,23.6664,23.3814,22.0661,21.0476,20.7876,20.5942,0.0527,0.0401,0.0328,0.0278,0.024,0.0211,0.0126,0.0098,0.0102,0.0109,7.95816,7.5432,7.728,2.533776,2.508408,2.526048,0.0207872348398,0.0672051302369,0.0476235550179,0.033987128963000005,3216,0.842428183626,0.580831477781,1,0,0,0, ,631,207
